sample	Subset
Q8NHY2.264...269	G2
Q8TAF3.16...38	G2
Q8TAF3.57...72	G2
Q8TAK5.52...65	G2
Q8TAK5.120...131	G2
Q8TAS1.1...26	G2
Q8TAT5.102...110	G2
Q8TBC5.3...20	G2
Q8TBJ5.76...96	G2
Q8TBK2.1...21	G2
Q8TC56.150...165	G2
Q8TCE9.28...67	G2
Q8TCJ0.327...350	G2
Q8TD16.57...62	G2
Q8TD94.1...37	G2
Q8TDI0.418...450	G2
Q8TE12.1...20	G2
Q8TE96.20...39	G2
Q8TEA8.89...100	G2
Q8TF20.634...642	G2
Q8TF50.129...150	G2
Q8TF76.21...69	G2
Q8WUF5.7...38	G2
Q8WUM0.139...149	G2
Q8WVT3.365...381	G2
Q8WWQ0.6...36	G2
Q8WWQ0.358...376	G2
Q8WX92.144...159	G2
Q8WXI3.171...188	G2
Q92575.6...44	G2
Q92585.6...15	G2
Q92748.20...45	G2
Q92759.121...142	G2
Q92785.134...179	G2
Q92830.444...458	G2
Q92922.142...164	G2
Q92949.35...56	G2
Q92988.8...20	G2
Q969G2.6...35	G2
Q969R5.92...104	G2
Q969T9.19...39	G2
Q96AJ1.43...56	G2
Q96AP0.23...41	G2
Q96AV8.106...113	G2
Q96BA8.6...17	G2
Q96BD5.500...521	G2
Q96BF6.77...105	G2
Q96BK5.260...283	G2
Q96C28.119...134	G2
Q96CB8.31...41	G2
Q96CB8.118...134	G2
Q96DT0.21...44	G2
Q96E14.54...77	G2
Q96E39.49...74	G2
Q96EB6.190...211	G2
Q96EE3.65...82	G2
Q96EK7.55...75	G2
Q96EL1.101...117	G2
Q96EP5.152...177	G2
Q96EV8.90...104	G2
Q96FI4.340...356	G2
Q96FN4.25...38	G2
Q96GC6.59...66	G2
Q96GD3.234...241	G2
Q96HA1.544...560	G2
Q96I24.13...24	G2
Q96IQ9.13...33	G2
Q96IU4.2...31	G2
Q96J01.113...131	G2
Q96J02.608...638	G2
Q96K30.36...51	G2
Q96K83.715...735	G2
Q96MH2.11...34	G2
Q96MN9.57...68	G2
Q96N38.54...71	G2
Q96NI8.17...38	G2
Q96NK8.1...21	G2
Q96PE3.37...66	G2
Q96PK6.1...19	G2
Q96PM5.189...210	G2
Q96PN6.33...65	G2
Q96PN6.348...357	G2
Q96PU4.35...72	G2
Q96PV7.19...38	G2
Q96Q89.303...318	G2
Q96QE3.1567...1575	G2
Q96QS3.58...66	G2
Q96RE9.2...28	G2
Q96RU2.4...41	G2
Q96RU2.104...117	G2
Q96RU7.20...48	G2
Q96SR6.5...32	G2
Q96ST3.503...513	G2
Q96T49.1...24	G2
Q99081.16...42	G2
Q99471.9...41	G2
Q99608.2...21	G2
Q99623.118...138	G2
Q99638.129...147	G2
Q99704.7...16	G2
Q99742.32...40	G2
Q99742.153...162	G2
Q99829.8...44	G2
Q99952.208...218	G2
Q99966.14...38	G2
Q9BQ67.255...273	G2
Q9BQ70.284...305	G2
Q9BQ87.63...82	G2
Q9BQ87.93...114	G2
Q9BRH9.23...35	G2
Q9BRK3.102...118	G2
Q9BRL6.58...73	G2
Q9BRQ0.75...93	G2
Q9BRQ8.100...135	G2
Q9BSJ6.23...36	G2
Q9BTC8.4...30	G2
Q9BTK6.1...37	G2
Q9BTV5.146...163	G2
Q9BUG6.18...45	G2
Q9BUG6.138...161	G2
Q9BUL9.1...27	G2
Q9BUR4.27...48	G2
Q9BV20.209...230	G2
Q9BV79.170...191	G2
Q9BVI4.113...120	G2
Q9BWW4.8...24	G2
Q9BX82.18...48	G2
Q9BXA9.753...784	G2
Q9BXS6.1...19	G2
Q9BY27.30...37	G2
Q9BY41.62...84	G2
Q9BYE0.58...77	G2
Q9BYU1.21...42	G2
Q9BZE2.248...266	G2
Q9BZE9.27...43	G2
Q9BZF9.154...166	G2
Q9BZH6.82...109	G2
Q9BZJ0.786...807	G2
Q9BZK7.65...81	G2
Q9C056.153...170	G2
Q9C0F3.20...37	G2
Q9C0J9.176...189	G2
Q9GZN1.1...21	G2
Q9GZN1.69...92	G2
Q9GZR2.51...65	G2
Q9GZV5.20...39	G2
Q9GZZ0.5...34	G2
Q9GZZ9.20...28	G2
Q9H063.44...59	G2
Q9H0D2.505...520	G2
Q9H0H5.30...38	G2
Q9H0J9.3...37	G2
Q9H0W9.6...37	G2
Q9H175.1...25	G2
Q9H1I8.355...386	G2
Q9H201.216...232	G2
Q9H204.109...116	G2
Q9H2G4.321...328	G2
Q9H2K2.150...164	G2
Q9H2S9.293...312	G2
Q9H3P2.95...104	G2
Q9H4E7.55...78	G2
Q9H5Z6.19...40	G2
Q9H611.345...354	G2
Q9H6T0.105...119	G2
Q9H6U6.623...646	G2
Q9H7B4.150...166	G2
Q9H7S9.485...494	G2
Q9H7X3.210...224	G2
Q9H8H2.301...324	G2
Q9H8W5.55...68	G2
Q9H9F9.151...169	G2
Q9HAP2.16...41	G2
Q9HAU4.152...167	G2
Q9HAZ1.449...465	G2
Q9HB19.81...100	G2
Q9HB58.19...24	G2
Q9HBT7.542...552	G2
Q9HCE3.1...33	G2
Q9HCE5.18...39	G2
Q9HCK0.6...23	G2
Q9NP64.146...160	G2
Q9NPE6.87...102	G2
Q9NPF4.33...67	G2
Q9NPI8.161...174	G2
Q9NQ88.140...148	G2
Q9NQG5.122...136	G2
Q9NQL9.75...93	G2
Q9NQV8.14...38	G2
Q9NQX6.2...28	G2
Q9NQZ2.17...39	G2
Q9NR56.301...319	G2
Q9NRG9.298...311	G2
Q9NRH1.2...32	G2
Q9NRM2.116...130	G2
Q9NSD4.22...42	G2
Q9NSU2.15...32	G2
Q9NSU2.123...137	G2
Q9NTI7.5...40	G2
Q9NTX7.1...28	G2
Q9NU39.75...93	G2
Q9NUU7.273...289	G2
Q9NUX5.4...24	G2
Q9NVH2.22...35	G2
Q9NVI1.176...184	G2
Q9NVP2.10...30	G2
Q9NVU7.10...36	G2
Q9NW64.73...98	G2
Q9NX08.138...151	G2
Q9NXE4.3...15	G2
Q9NXL9.156...174	G2
Q9NY12.63...89	G2
Q9NY43.21...39	G2
Q9NYP9.60...66	G2
Q9NYW8.6...37	G2
Q9NZ56.8...32	G2
Q9NZ71.552...577	G2
Q9NZC4.85...105	G2
Q9NZI7.1...22	G2
Q9NZQ3.54...66	G2
Q9P013.86...106	G2
Q9P0L0.15...30	G2
Q9P0U3.3...20	G2
Q9P0U4.512...526	G2
Q9P0V3.21...42	G2
Q9P0W2.212...227	G2
Q9P286.42...58	G2
Q9P2K9.341...363	G2
Q9UBB5.192...202	G2
Q9UBG7.420...432	G2
Q9UFW8.17...35	G2
Q9UGP4.1...20	G2
Q9UH73.10...27	G2
Q9UHL0.7...25	G2
Q9UHL0.274...292	G2
Q9UHY7.92...108	G2
Q9UI26.773...779	G2
Q9UIV1.83...103	G2
Q9UJN7.59...76	G2
Q9UJQ4.635...672	G2
Q9UJU5.214...233	G2
Q9UK12.10...15	G2
Q9UK58.55...73	G2
Q9UK59.28...56	G2
Q9UK61.572...583	G2
Q9UK61.736...757	G2
Q9UK99.76...87	G2
Q9UK99.198...217	G2
Q9UKB1.75...92	G2
Q9UKF6.1...16	G2
Q9UKL0.131...150	G2
Q9UKM9.94...129	G2
Q9UKS7.17...39	G2
Q9UKV0.12...47	G2
Q9UKV8.147...165	G2
Q9UKY1.6...37	G2
Q9UL17.6...43	G2
Q9ULJ3.54...72	G2
Q9ULJ3.135...152	G2
Q9ULJ6.836...862	G2
Q9ULR0.4...23	G2
Q9ULV5.121...135	G2
Q9UM82.62...75	G2
Q9UMR2.274...289	G2
Q9UNE7.15...29	G2
Q9UNS2.137...171	G2
Q9UNY4.54...70	G2
Q9UNY5.249...263	G2
Q9UPS6.49...73	G2
Q9UPV9.55...77	G2
Q9UQ07.198...217	G2
Q9UQ84.61...65	G2
Q9UQE7.45...69	G2
Q9UQF2.17...44	G2
Q9Y230.302...323	G2
Q9Y263.240...251	G2
Q9Y295.41...65	G2
Q9Y2D9.19...35	G2
Q9Y2G7.3...31	G2
Q9Y2H8.40...66	G2
Q9Y2V0.5...24	G2
Q9Y2Y1.1...21	G2
Q9Y2Y9.5...33	G2
Q9Y333.1...33	G2
Q9Y3A5.45...66	G2
Q9Y3C4.25...43	G2
Q9Y3F4.273...294	G2
Q9Y3M2.19...38	G2
Q9Y3M9.595...610	G2
Q9Y446.9...34	G2
Q9Y448.27...43	G2
Q9Y4A0.237...246	G2
Q9Y4B6.5...13	G2
Q9Y508.25...44	G2
Q9Y530.1...13	G2
Q9Y543.60...86	G2
Q9Y5A9.164...182	G2
Q9Y5L0.44...62	G2
Q9Y5V3.3...35	G2
Q9Y6A4.29...51	G2
Q9Y6D9.463...477	G2
Q9Y6I3.191...196	G2
Q9Y6K5.324...336	G2
Q9Y6K5.674...686	G2
Q9Y6K5.1011...1026	G2
A0A1B0GTH6.266...275	G3
A0A1W2PPM1.111...122	G3
A0A1W2PPM1.295...309	G3
A0PK00.215...226	G3
A1E959.55...74	G3
A2A288.220...236	G3
A4D1E9.233...238	G3
A6NJT0.35...48	G3
A6NK53.379...387	G3
A6NNY8.171...174	G3
A8MTJ6.7...21	G3
A8MXY4.18...29	G3
A9YTQ3.184...188	G3
B2RXH2.92...98	G3
O00287.53...66	G3
O00287.90...97	G3
O00410.3...22	G3
O00470.356...385	G3
O00567.349...353	G3
O14682.186...194	G3
O14770.395...413	G3
O14867.157...164	G3
O15119.30...47	G3
O15164.89...104	G3
O15265.24...44	G3
O15265.142...162	G3
O15287.61...65	G3
O15318.29...36	G3
O15353.254...261	G3
O15357.241...256	G3
O15397.413...424	G3
O15409.53...70	G3
O15409.212...232	G3
O15516.345...357	G3
O15550.97...105	G3
O15550.141...146	G3
O43236.93...98	G3
O43251.26...32	G3
O43296.30...35	G3
O43299.67...78	G3
O43301.494...498	G3
O43313.50...69	G3
O43313.94...101	G3
O43365.25...41	G3
O43435.27...40	G3
O43435.150...164	G3
O43566.102...113	G3
O43593.844...855	G3
O43670.182...193	G3
O43809.153...163	G3
O43913.385...394	G3
O43929.93...97	G3
O60216.123...137	G3
O60244.124...133	G3
O60260.50...74	G3
O60285.4...24	G3
O60885.23...39	G3
O60885.1285...1307	G3
O60934.4...14	G3
O75044.34...50	G3
O75164.68...84	G3
O75175.191...198	G3
O75312.2...21	G3
O75400.85...119	G3
O75461.107...114	G3
O75469.137...144	G3
O75486.59...66	G3
O75506.12...33	G3
O75607.111...117	G3
O75683.8...14	G3
O75694.63...79	G3
O75771.119...137	G3
O75817.95...99	G3
O75909.235...247	G3
O75937.61...66	G3
O76021.63...67	G3
O76054.305...320	G3
O76064.5...10	G3
O76081.185...195	G3
O94874.84...93	G3
O95076.130...135	G3
O95229.57...69	G3
O95239.356...365	G3
O95271.16...27	G3
O95278.10...23	G3
O95365.317...323	G3
O95415.27...41	G3
O95619.148...160	G3
O95801.116...131	G3
O96019.100...105	G3
P02533.92...99	G3
P04049.158...165	G3
P04198.173...177	G3
P06400.16...37	G3
P06748.4...10	G3
P08047.186...196	G3
P08047.224...248	G3
P09086.90...104	G3
P0C7M4.248...271	G3
P0C7T5.149...156	G3
P0CJ85.99...110	G3
P0CJ86.99...110	G3
P0CJ87.99...110	G3
P0CJ88.99...110	G3
P0CJ89.99...110	G3
P0CJ90.99...110	G3
P10071.1307...1317	G3
P10243.224...231	G3
P11802.169...178	G3
P12956.433...441	G3
P12980.87...102	G3
P13056.88...101	G3
P14651.25...38	G3
P14859.127...138	G3
P15863.473...482	G3
P15918.564...567	G3
P17542.271...283	G3
P17544.202...212	G3
P17861.26...42	G3
P17947.90...108	G3
P18846.159...163	G3
P19544.5...10	G3
P19544.30...43	G3
P20226.18...41	G3
P20823.474...483	G3
P21675.1510...1515	G3
P22670.1...24	G3
P22674.153...162	G3
P23511.16...40	G3
P23511.61...66	G3
P23511.93...110	G3
P23511.138...156	G3
P23511.176...196	G3
P24522.55...71	G3
P25208.185...191	G3
P26368.131...146	G3
P26368.167...180	G3
P28360.181...185	G3
P31483.322...347	G3
P31689.164...183	G3
P31941.73...80	G3
P35452.60...67	G3
P35711.69...73	G3
P35711.562...569	G3
P35716.30...35	G3
P36402.2...28	G3
P36956.215...236	G3
P39748.109...117	G3
P40763.249...258	G3
P41161.457...460	G3
P42229.1...24	G3
P42285.318...326	G3
P43694.5...23	G3
P47712.23...27	G3
P48378.57...66	G3
P48378.356...365	G3
P48378.450...466	G3
P48380.22...47	G3
P48552.28...37	G3
P49005.283...296	G3
P49716.6...24	G3
P49959.4...9	G3
P50553.46...69	G3
P50995.27...39	G3
P50995.89...106	G3
P51513.474...481	G3
P51817.242...251	G3
P51843.212...224	G3
P51843.283...290	G3
P52630.1...23	G3
P52655.100...119	G3
P52655.181...188	G3
P52736.5...13	G3
P53539.59...76	G3
P53539.249...267	G3
P55055.9...25	G3
P55055.229...236	G3
P55060.5...11	G3
P55060.689...694	G3
P55199.248...253	G3
P56270.250...258	G3
P56524.415...429	G3
P57059.417...421	G3
P57071.939...946	G3
P57071.1348...1355	G3
P59047.361...370	G3
P60323.7...14	G3
P60673.7...28	G3
P62993.164...170	G3
P78362.12...34	G3
P78364.58...66	G3
P78411.100...111	G3
P78415.21...40	G3
P78424.103...113	G3
P78424.150...192	G3
P98169.94...103	G3
P98169.453...461	G3
Q01167.14...38	G3
Q01534.149...155	G3
Q01658.134...161	G3
Q01664.195...206	G3
Q01780.26...35	G3
Q01844.551...558	G3
Q01970.672...686	G3
Q01970.1158...1162	G3
Q02218.734...740	G3
Q02535.71...92	G3
Q05048.28...36	G3
Q06416.31...51	G3
Q08117.102...107	G3
Q08117.143...152	G3
Q09161.780...784	G3
Q0D2I5.5...24	G3
Q10586.15...32	G3
Q10586.116...135	G3
Q12769.3...14	G3
Q12788.106...114	G3
Q12857.406...419	G3
Q13098.381...386	G3
Q13105.595...599	G3
Q13105.679...688	G3
Q13105.736...752	G3
Q13117.126...134	G3
Q13117.196...213	G3
Q13207.24...46	G3
Q13285.155...167	G3
Q13285.230...235	G3
Q13495.137...150	G3
Q13503.1...24	G3
Q13506.29...42	G3
Q13618.20...25	G3
Q13618.123...131	G3
Q13618.190...195	G3
Q13625.62...67	G3
Q13769.506...513	G3
Q13769.621...627	G3
Q13886.27...33	G3
Q13888.328...331	G3
Q13888.357...378	G3
Q14145.74...83	G3
Q14289.22...34	G3
Q14469.161...167	G3
Q14549.9...37	G3
Q14588.158...172	G3
Q15025.575...582	G3
Q15038.19...44	G3
Q15047.216...226	G3
Q15061.3...13	G3
Q15270.358...363	G3
Q15306.316...325	G3
Q15459.1...22	G3
Q15532.78...97	G3
Q15545.91...106	G3
Q15596.128...136	G3
Q15633.143...156	G3
Q15649.25...33	G3
Q15773.65...92	G3
Q15797.391...395	G3
Q15811.54...77	G3
Q15847.29...35	G3
Q16512.20...37	G3
Q16531.5...19	G3
Q16576.39...47	G3
Q16665.100...120	G3
Q16665.733...748	G3
Q16777.84...91	G3
Q17R31.63...79	G3
Q2VWA4.478...489	G3
Q3SY56.283...290	G3
Q3YBR2.169...178	G3
Q496M5.56...63	G3
Q496M5.179...200	G3
Q4W5G0.488...500	G3
Q504T8.154...164	G3
Q53GL7.92...99	G3
Q569K4.123...132	G3
Q5BJF2.71...88	G3
Q5CZA5.1...22	G3
Q5EBL2.647...660	G3
Q5EBL2.723...734	G3
Q5H9I0.165...170	G3
Q5HY98.252...258	G3
Q5JT82.216...225	G3
Q5RKV6.188...203	G3
Q5T481.89...99	G3
Q5T4T6.546...552	G3
Q5T7W0.853...864	G3
Q5TA45.31...47	G3
Q5TA89.120...130	G3
Q5TB30.254...264	G3
Q5VTL8.20...41	G3
Q5VWP2.96...101	G3
Q5VWQ0.141...151	G3
Q5VY09.57...72	G3
Q5VZF2.94...120	G3
Q68J44.119...136	G3
Q6AW86.18...24	G3
Q6B0I6.475...483	G3
Q6DD87.293...298	G3
Q6FI13.84...91	G3
Q6IQ55.93...97	G3
Q6NWY9.9...36	G3
Q6NXT1.161...173	G3
Q6P1J9.61...65	G3
Q6P1K8.355...378	G3
Q6P9B9.349...355	G3
Q6PCD5.30...42	G3
Q6PD62.154...161	G3
Q6PH85.214...227	G3
Q6PI26.1...18	G3
Q6PI77.22...26	G3
Q6PIJ6.966...977	G3
Q6PIY7.337...342	G3
Q6QHK4.61...64	G3
Q6R6M4.122...134	G3
Q6RFH5.30...33	G3
Q6RFH8.99...110	G3
Q6UW56.119...137	G3
Q6XD76.63...68	G3
Q6ZMY9.31...37	G3
Q6ZN17.153...164	G3
Q6ZN55.225...229	G3
Q6ZSB9.96...98	G3
Q6ZSZ6.355...367	G3
Q719H9.96...99	G3
Q71SY5.313...326	G3
Q76FK4.243...255	G3
Q7L5N1.22...36	G3
Q7L7V1.76...84	G3
Q7RTS1.155...168	G3
Q7RTV3.3...20	G3
Q7Z2W4.142...146	G3
Q7Z3Z4.119...136	G3
Q7Z4V5.26...34	G3
Q7Z628.215...223	G3
Q7Z7L1.7...16	G3
Q86SG3.126...134	G3
Q86TI2.381...387	G3
Q86UU0.263...271	G3
Q86UV5.795...807	G3
Q86UY6.157...163	G3
Q86WZ6.27...34	G3
Q86X55.286...292	G3
Q86Y01.72...80	G3
Q8IU85.95...102	G3
Q8IUR6.1...17	G3
Q8IW41.67...77	G3
Q8IWZ8.463...469	G3
Q8IXH6.37...47	G3
Q8IY57.59...68	G3
Q8IZ20.92...99	G3
Q8IZ26.4...15	G3
Q8IZP0.276...288	G3
Q8N2M8.67...83	G3
Q8N414.126...133	G3
Q8N488.55...72	G3
Q8N684.98...102	G3
Q8N684.229...247	G3
Q8N7Z5.759...767	G3
Q8N8A6.10...24	G3
Q8N8U2.377...384	G3
Q8NB12.154...167	G3
Q8NB91.89...95	G3
Q8NB91.275...293	G3
Q8NC51.54...59	G3
Q8NDX5.326...334	G3
Q8NFH4.251...256	G3
Q8NI36.22...34	G3
Q8NI36.135...148	G3
Q8NI36.650...659	G3
Q8NI38.223...226	G3
Q8NI51.92...120	G3
Q8TAT5.62...69	G3
Q8TBC5.452...456	G3
Q8TD17.17...35	G3
Q8TDN4.140...149	G3
Q8TDP1.34...44	G3
Q8TDR4.45...56	G3
Q8TE76.6...26	G3
Q8TE96.60...68	G3
Q8TF01.12...33	G3
Q8WU10.366...378	G3
Q8WV44.195...203	G3
Q8WVT3.282...295	G3
Q8WWL7.135...139	G3
Q8WXA3.37...50	G3
Q8WXX7.584...606	G3
Q92466.121...129	G3
Q92597.91...96	G3
Q92597.121...128	G3
Q92688.79...84	G3
Q92733.88...103	G3
Q92766.1670...1674	G3
Q92782.348...353	G3
Q92831.2...33	G3
Q92879.155...164	G3
Q92886.38...49	G3
Q92900.57...68	G3
Q92905.93...99	G3
Q92905.156...172	G3
Q92925.4...26	G3
Q92925.386...395	G3
Q92945.7...39	G3
Q92979.92...109	G3
Q92985.184...200	G3
Q969K3.28...33	G3
Q96AV8.703...715	G3
Q96C00.124...130	G3
Q96DE0.29...35	G3
Q96DI7.208...216	G3
Q96DT0.64...72	G3
Q96EB1.123...133	G3
Q96EP1.62...66	G3
Q96F45.441...452	G3
Q96FC9.364...372	G3
Q96GD3.392...399	G3
Q96GG9.218...225	G3
Q96GM5.24...35	G3
Q96HA7.27...34	G3
Q96HA7.1053...1062	G3
Q96IQ9.205...213	G3
Q96JB3.92...98	G3
Q96JY0.241...250	G3
Q96K58.476...484	G3
Q96LA8.292...298	G3
Q96LM6.125...134	G3
Q96LW7.6...16	G3
Q96LW7.162...176	G3
Q96MX3.393...405	G3
Q96NM4.392...402	G3
Q96NX9.327...345	G3
Q96P20.52...60	G3
Q96P70.248...259	G3
Q96QU8.126...143	G3
Q96RK1.93...102	G3
Q96RN5.281...293	G3
Q96RT1.133...148	G3
Q96RT1.393...402	G3
Q96SB3.331...339	G3
Q96SC8.488...503	G3
Q96ST3.488...492	G3
Q96TC7.5...11	G3
Q99567.77...81	G3
Q99594.167...178	G3
Q99594.189...202	G3
Q99717.389...395	G3
Q99743.93...109	G3
Q99743.321...333	G3
Q99750.57...66	G3
Q99836.216...229	G3
Q99952.255...262	G3
Q9BQ70.452...465	G3
Q9BQ95.105...111	G3
Q9BQY4.243...274	G3
Q9BRC7.1...22	G3
Q9BSF8.442...449	G3
Q9BSU3.1...21	G3
Q9BTE3.215...222	G3
Q9BUL5.101...109	G3
Q9BUY5.41...50	G3
Q9BV57.1...20	G3
Q9BV90.2...26	G3
Q9BVJ7.29...33	G3
Q9BWH6.244...256	G3
Q9BXK1.1...23	G3
Q9BY12.969...984	G3
Q9BY84.284...291	G3
Q9BYE7.175...183	G3
Q9BYV9.129...136	G3
Q9BZE0.140...145	G3
Q9BZE3.308...319	G3
Q9BZH6.122...132	G3
Q9BZL6.18...42	G3
Q9BZS1.64...72	G3
Q9C0C2.58...67	G3
Q9C0C6.317...323	G3
Q9C0D4.90...98	G3
Q9C0D4.528...535	G3
Q9C0J8.507...518	G3
Q9C0J8.602...626	G3
Q9C0J9.357...363	G3
Q9GZV4.89...102	G3
Q9GZW5.5...20	G3
Q9H009.131...137	G3
Q9H0D2.552...560	G3
Q9H1B7.564...577	G3
Q9H2T7.61...64	G3
Q9H2Z4.59...71	G3
Q9H334.54...69	G3
Q9H334.101...143	G3
Q9H4L4.129...133	G3
Q9H582.1248...1256	G3
Q9H6I2.211...228	G3
Q9H6K1.39...51	G3
Q9H6Y2.45...59	G3
Q9H7N4.500...513	G3
Q9H944.81...91	G3
Q9H9D4.468...479	G3
Q9H9Q2.61...75	G3
Q9HAH1.5...10	G3
Q9HAU4.28...36	G3
Q9HD47.24...34	G3
Q9NPC7.451...454	G3
Q9NPD8.118...129	G3
Q9NQP4.64...76	G3
Q9NQZ3.126...134	G3
Q9NR56.91...110	G3
Q9NR90.126...134	G3
Q9NR90.196...213	G3
Q9NRG9.262...274	G3
Q9NRM7.294...308	G3
Q9NRY6.47...69	G3
Q9NRZ7.1...13	G3
Q9NUA8.10...17	G3
Q9NUL7.216...226	G3
Q9NV06.221...226	G3
Q9NVP2.53...77	G3
Q9NVR2.56...68	G3
Q9NVR2.317...324	G3
Q9NVU7.238...248	G3
Q9NXW9.206...212	G3
Q9NXX6.67...71	G3
Q9NY93.63...67	G3
Q9NZC4.1...21	G3
Q9NZC4.58...66	G3
Q9NZP6.338...353	G3
Q9P0L1.96...99	G3
Q9P2N6.109...115	G3
Q9P2R6.724...741	G3
Q9UBE8.84...101	G3
Q9UBE8.194...209	G3
Q9UBG7.87...100	G3
Q9UBI1.38...47	G3
Q9UBL6.48...64	G3
Q9UBP0.12...34	G3
Q9UBX2.99...110	G3
Q9UDV7.57...82	G3
Q9UDY8.1...24	G3
Q9UEW8.14...35	G3
Q9UGL1.551...560	G3
Q9UH73.31...37	G3
Q9UHC1.54...66	G3
Q9UHK0.93...104	G3
Q9UHP3.27...41	G3
Q9UHV8.27...45	G3
Q9UI26.423...439	G3
Q9UI36.5...23	G3
Q9UIE0.317...324	G3
Q9UIW0.203...211	G3
Q9UJ55.59...72	G3
Q9UJW9.62...69	G3
Q9UJY1.25...44	G3
Q9UJY1.75...83	G3
Q9UK12.124...139	G3
Q9UK58.225...236	G3
Q9UKF6.93...99	G3
Q9UKG1.182...188	G3
Q9UKI9.99...122	G3
Q9UKK9.60...69	G3
Q9UKN5.65...72	G3
Q9UKT6.40...61	G3
Q9UKT9.461...473	G3
Q9UKV8.586...599	G3
Q9UKW6.10...17	G3
Q9UL36.19...24	G3
Q9UL40.189...199	G3
Q9ULR0.58...66	G3
Q9ULU4.68...80	G3
Q9ULV3.30...54	G3
Q9ULX6.591...600	G3
Q9UMQ3.94...97	G3
Q9UMR3.129...134	G3
Q9UMW8.75...81	G3
Q9UNN4.158...166	G3
Q9UNS1.539...547	G3
Q9UPG8.419...430	G3
Q9UPG8.449...468	G3
Q9UPN6.666...698	G3
Q9UQ07.279...285	G3
Q9Y261.339...348	G3
Q9Y265.257...261	G3
Q9Y297.578...587	G3
Q9Y2D1.1...25	G3
Q9Y2D1.83...98	G3
Q9Y2F9.63...66	G3
Q9Y2I8.228...237	G3
Q9Y2N7.104...109	G3
Q9Y3D0.1...21	G3
Q9Y4E5.957...960	G3
Q9Y5P8.219...231	G3
Q9Y5W3.58...68	G3
Q9Y692.32...46	G3
Q9Y6X0.1059...1063	G3
Q9Y6X0.1123...1129	G3
Q9Y6X9.68...81	G3
A0A1W2PQ73.159...174	G4
A1L020.50...61	G4
A6NGD5.90...103	G4
A6NGD5.138...148	G4
A6NJL1.85...107	G4
A6NK75.19...37	G4
A6NN14.22...41	G4
A6NNA5.3...17	G4
A6NNY8.329...335	G4
A8MTJ6.156...163	G4
A8MWD9.35...44	G4
B2RD01.94...103	G4
B2RXH2.59...77	G4
B2RXH4.20...41	G4
O00159.301...325	G4
O00167.269...278	G4
O00167.318...334	G4
O00291.195...207	G4
O00311.6...16	G4
O00425.157...165	G4
O00566.70...84	G4
O00571.4...18	G4
O00712.1...22	G4
O00757.6...12	G4
O14595.75...100	G4
O14607.88...102	G4
O14641.97...110	G4
O14709.86...97	G4
O14787.5...20	G4
O14787.213...230	G4
O14901.104...116	G4
O14920.187...194	G4
O14924.64...69	G4
O14936.3...17	G4
O14981.25...32	G4
O15062.62...71	G4
O15069.11...18	G4
O15143.50...61	G4
O15151.60...75	G4
O15151.239...251	G4
O15162.191...200	G4
O15213.295...307	G4
O15213.455...466	G4
O15315.219...224	G4
O15350.515...527	G4
O15391.18...36	G4
O15391.61...79	G4
O15516.111...128	G4
O15550.195...211	G4
O43167.605...620	G4
O43189.59...75	G4
O43251.162...174	G4
O43502.135...150	G4
O43524.273...279	G4
O43566.73...83	G4
O43598.84...100	G4
O43683.83...91	G4
O43745.143...157	G4
O43781.408...424	G4
O43812.1...20	G4
O60290.21...35	G4
O60306.18...22	G4
O60341.222...240	G4
O60381.60...65	G4
O60422.473...485	G4
O60502.441...451	G4
O60563.118...133	G4
O60610.88...105	G4
O60671.1...23	G4
O60828.22...39	G4
O75367.59...71	G4
O75419.39...58	G4
O75575.95...102	G4
O75603.19...42	G4
O75604.360...374	G4
O75771.168...187	G4
O75832.53...74	G4
O75840.10...34	G4
O75844.3...17	G4
O75844.51...61	G4
O75909.30...42	G4
O75934.108...118	G4
O75940.14...32	G4
O94761.650...664	G4
O94818.61...70	G4
O94983.203...213	G4
O95163.130...146	G4
O95239.467...479	G4
O95273.128...137	G4
O95373.73...87	G4
O95376.231...242	G4
O95630.20...28	G4
O95696.34...42	G4
O95833.73...96	G4
O95863.18...47	G4
O96006.639...650	G4
O96019.9...15	G4
O96020.282...292	G4
P00441.46...56	G4
P02511.32...38	G4
P04198.20...40	G4
P04908.50...71	G4
P05787.163...173	G4
P06241.218...233	G4
P06733.92...98	G4
P06746.6...21	G4
P06748.155...166	G4
P08651.1...24	G4
P09917.477...483	G4
P0C0S8.50...71	G4
P0CB48.26...38	G4
P0CG00.93...99	G4
P0CJ87.385...390	G4
P0DP91.90...96	G4
P0DPB6.25...33	G4
P10074.623...636	G4
P10075.50...65	G4
P11388.52...70	G4
P12004.85...104	G4
P14373.11...36	G4
P14618.9...36	G4
P15036.448...459	G4
P15056.1...24	G4
P17021.19...38	G4
P17025.25...40	G4
P17038.1...26	G4
P17040.3...22	G4
P18848.10...36	G4
P19474.7...25	G4
P20292.1...19	G4
P20591.219...227	G4
P20671.50...71	G4
P20749.119...135	G4
P20839.1...25	G4
P22314.229...237	G4
P22736.428...449	G4
P23409.3...17	G4
P23769.12...47	G4
P25205.63...71	G4
P25440.140...149	G4
P26232.18...38	G4
P27361.3...23	G4
P27540.181...189	G4
P28069.95...102	G4
P28072.89...115	G4
P28340.94...111	G4
P28749.25...41	G4
P29084.94...110	G4
P29144.2...17	G4
P29692.140...156	G4
P30260.9...35	G4
