sample	Subset
Q9Y4K0.752...764	G1
Q9Y4X5.325...354	G1
Q9Y572.479...485	G1
Q9Y5A7.439...444	G1
Q9Y5A9.3...34	G1
Q9Y5J1.201...216	G1
Q9Y5J3.1...22	G1
Q9Y5Q8.470...486	G1
Q9Y5S9.7...44	G1
Q9Y5W3.26...38	G1
Q9Y6A4.18...20	G1
Q9Y6I3.215...229	G1
Q9Y6I4.59...65	G1
Q9Y6K1.17...36	G1
Q9Y6K5.485...499	G1
Q9Y6R6.216...237	G1
Q9Y6X8.3...26	G1
O14981.191...207	G1
O15162.257...266	G1
O60566.111...118	G1
O60716.568...575	G1
P09429.27...43	G1
P26358.177...205	G1
P29373.21...31	G1
P51513.27...43	G1
Q01826.20...40	G1
Q12972.210...240	G1
Q14978.384...587	G1
Q53EL6.241...250	G1
Q76L83.174...178	G1
Q7Z401.917...933	G1
Q96KS0.89...134	G1
Q96MN9.298...305	G1
Q9BQA1.49...119	G1
Q9BQA1.144...197	G1
Q9NSV4.36...60	G1
Q9NUL3.373...412	G1
Q9UHL0.100...114	G1
Q9UNW9.10...26	G1
Q9Y2N7.77...100	G1
O14746.831...1132	G1
O15055.111...120	G1
O15350.364...382	G1
O15392.84...109	G1
O15392.89...98	G1
O15534.138...147	G1
P03372.444...456	G1
P0C1S8.315...329	G1
P11388.1054...1066	G1
P17931.226...241	G1
P23528.11...20	G1
P25963.45...54	G1
P31749.272...284	G1
P35869.55...75	G1
P49137.345...368	G1
P56524.1051...1084	G1
P56645.55...64	G1
P61571.49...58	G1
P61572.50...59	G1
P61573.50...59	G1
P61574.50...59	G1
P61575.50...59	G1
P61576.50...59	G1
P61579.50...59	G1
Q02880.1034...1044	G1
Q06787.425...441	G1
Q15172.451...469	G1
Q15628.147...163	G1
Q16665.616...658	G1
Q69383.50...59	G1
Q86TB9.86...95	G1
Q96EB6.425...431	G1
Q99653.176...185	G1
Q9BQG0.263...281	G1
Q9BXM0.70...84	G1
Q9BYV9.821...841	G1
Q9BZL6.156...168	G1
Q9HC62.317...332	G1
Q9NRA8.438...447	G1
Q9P0U3.635...644	G1
Q9ULX6.280...296	G1
Q9Y243.269...281	G1
Q9Y281.11...20	G1
Q9Y2N7.230...274	G1
Q9Y6E0.335...386	G1
A0A0U1RQI7.227...232	G2
A0A1B0GTS1.26...38	G2
A0A1B0GWH4.26...38	G2
A0A1W2PQ73.204...216	G2
A0A1W2PRP0.13...24	G2
A2RRD8.59...66	G2
A2RUB1.62...74	G2
A5LHX3.5...20	G2
A5LHX3.89...100	G2
A6NCL1.1...27	G2
A6NCW0.18...18	G2
A6NCW7.18...18	G2
A6NDV4.18...18	G2
A6NIX2.96...98	G2
A6NJL1.19...32	G2
A6NJL1.302...305	G2
A6NJT0.229...239	G2
A6NK53.316...320	G2
A6NK53.654...670	G2
A8CG34.366...376	G2
A8MPP1.92...100	G2
B2RXH2.34...39	G2
B3EWF7.8...14	G2
C9JLW8.23...27	G2
C9JSJ3.366...371	G2
C9JSJ3.463...472	G2
E9PGG2.336...339	G2
O00110.55...72	G2
O00255.507...517	G2
O00401.201...207	G2
O00472.103...106	G2
O00512.58...67	G2
O14530.89...93	G2
O14593.53...60	G2
O14628.359...372	G2
O14646.12...38	G2
O14647.58...64	G2
O14746.190...193	G2
O14770.340...343	G2
O14896.240...244	G2
O14901.72...76	G2
O14981.87...98	G2
O15042.19...41	G2
O15054.467...468	G2
O15055.28...41	G2
O15060.668...672	G2
O15062.159...161	G2
O15162.9...14	G2
O15173.15...29	G2
O15178.123...131	G2
O15350.550...559	G2
O15381.134...149	G2
O15397.190...193	G2
O15405.26...43	G2
O15409.2...25	G2
O15516.19...22	G2
O15516.487...489	G2
O15522.55...73	G2
O15530.27...36	G2
O15530.391...400	G2
O15534.852...860	G2
O15534.888...896	G2
O43251.102...113	G2
O43309.287...289	G2
O43463.29...30	G2
O43541.22...42	G2
O43541.413...418	G2
O43542.29...34	G2
O43566.23...39	G2
O43660.231...235	G2
O43829.69...74	G2
O60248.206...215	G2
O60318.33...37	G2
O60318.61...66	G2
O60346.60...66	G2
O60356.15...38	G2
O60481.64...77	G2
O60583.626...629	G2
O60663.180...184	G2
O60671.94...100	G2
O60729.31...38	G2
O60765.222...228	G2
O60885.335...338	G2
O60885.709...712	G2
O75151.963...968	G2
O75161.480...480	G2
O75190.79...88	G2
O75333.23...37	G2
O75444.65...69	G2
O75444.109...110	G2
O75475.94...103	G2
O75529.520...524	G2
O75604.138...144	G2
O75626.219...227	G2
O75683.19...22	G2
O75683.96...103	G2
O75717.33...35	G2
O75717.1085...1091	G2
O75792.94...98	G2
O94818.43...48	G2
O94888.246...249	G2
O94941.407...420	G2
O94993.35...40	G2
O95155.24...37	G2
O95155.88...100	G2
O95201.318...321	G2
O95238.61...65	G2
O95239.1217...1219	G2
O95644.829...839	G2
O95751.106...113	G2
O95760.32...33	G2
O95785.425...430	G2
O95936.31...33	G2
O96017.1...21	G2
P01100.32...33	G2
P02545.461...466	G2
P04049.425...429	G2
P05230.31...33	G2
P05423.4...11	G2
P05549.45...50	G2
P06241.25...25	G2
P06400.174...180	G2
P06401.70...84	G2
P06493.60...65	G2
P06746.92...102	G2
P07910.238...240	G2
P08047.73...84	G2
P08151.438...446	G2
P08651.309...325	G2
P09622.202...205	G2
P09917.12...16	G2
P0C7P3.351...353	G2
P0C7T5.145...145	G2
P0C870.82...83	G2
P0CB47.23...40	G2
P0CG40.229...231	G2
P10071.35...43	G2
P10072.574...576	G2
P10074.375...386	G2
P10828.62...67	G2
P11308.324...338	G2
P12956.173...182	G2
P12956.551...552	G2
P13051.277...283	G2
P13569.45...51	G2
P13631.62...74	G2
P14651.280...291	G2
P14653.113...130	G2
P15336.189...195	G2
P15336.427...453	G2
P15407.4...12	G2
P15408.3...35	G2
P15408.69...76	G2
P15622.190...194	G2
P16220.47...52	G2
P16383.17...20	G2
P16591.639...641	G2
P17023.249...266	G2
P17032.5...21	G2
P17036.427...432	G2
P17039.25...34	G2
P17275.5...16	G2
P17275.53...72	G2
P17275.111...131	G2
P18146.69...90	G2
P18846.30...46	G2
P19387.94...99	G2
P19525.86...100	G2
P19544.17...18	G2
P19544.171...176	G2
P19622.21...44	G2
P19838.392...408	G2
P20393.27...40	G2
P20393.267...277	G2
P20719.11...36	G2
P20794.287...295	G2
P21506.273...275	G2
P21675.21...37	G2
P22694.158...162	G2
P23490.67...96	G2
P23760.304...327	G2
P24468.63...84	G2
P25440.762...790	G2
P26651.46...50	G2
P27540.48...70	G2
P27695.295...298	G2
P28562.160...165	G2
P31249.143...151	G2
P31260.23...60	G2
P31483.363...369	G2
P32121.127...130	G2
P32242.269...273	G2
P32243.119...137	G2
P32243.166...168	G2
P32780.395...400	G2
P35226.315...321	G2
P35269.306...308	G2
P35548.239...242	G2
P35637.33...45	G2
P35680.209...225	G2
P36956.63...76	G2
P37231.3...22	G2
P40425.331...345	G2
P41225.280...291	G2
P42568.457...463	G2
P42694.118...118	G2
P42768.18...34	G2
P42768.99...108	G2
P43351.218...229	G2
P43694.55...73	G2
P43699.145...145	G2
P45985.5...30	G2
P46937.226...235	G2
P48380.82...91	G2
P48426.302...309	G2
P49639.322...325	G2
P49796.396...402	G2
P50221.24...27	G2
P50221.32...33	G2
P50222.285...294	G2
P50548.285...290	G2
P50995.169...179	G2
P51449.159...167	G2
P51815.27...33	G2
P51816.23...24	G2
P51825.1010...1011	G2
P51826.1027...1036	G2
P51854.123...133	G2
P51965.6...6	G2
P51991.209...215	G2
P52294.264...269	G2
P52435.9...9	G2
P52739.392...409	G2
P52744.95...97	G2
P52747.506...515	G2
P52948.3...24	G2
P52948.909...915	G2
P53384.4...13	G2
P53539.28...34	G2
P53567.8...12	G2
P53671.43...49	G2
P53778.319...329	G2
P53990.235...241	G2
P54259.63...65	G2
P54277.31...33	G2
P55039.83...89	G2
P55055.181...186	G2
P55198.191...193	G2
P55199.94...106	G2
P55201.75...82	G2
P55201.948...953	G2
P55201.1006...1018	G2
P55265.24...36	G2
P55265.127...132	G2
P55317.13...40	G2
P55347.81...86	G2
P55735.124...141	G2
P56178.144...146	G2
P56270.328...328	G2
P56545.60...66	G2
P57073.179...191	G2
P57678.80...93	G2
P57682.167...178	G2
P58012.78...82	G2
P58304.117...129	G2
P58340.58...68	G2
P61970.75...79	G2
P62333.127...133	G2
P63146.96...104	G2
P78364.5...20	G2
P78426.56...64	G2
P81133.541...541	G2
P81877.256...269	G2
P98168.63...64	G2
P98168.292...293	G2
P98175.17...28	G2
Q00534.316...317	G2
Q00978.157...161	G2
Q00987.239...246	G2
Q01085.29...32	G2
Q01954.198...198	G2
Q02446.35...49	G2
Q02790.67...72	G2
Q03933.27...36	G2
Q04206.39...48	G2
Q04724.513...516	G2
Q05048.127...128	G2
Q05481.222...226	G2
Q05655.130...134	G2
Q05925.27...44	G2
Q05BQ5.1...24	G2
Q05BQ5.562...570	G2
Q06710.191...214	G2
Q07820.156...168	G2
Q0VGE8.62...66	G2
Q12766.538...544	G2
Q12778.32...37	G2
Q12857.186...192	G2
Q12857.379...386	G2
Q12888.24...37	G2
Q12962.5...10	G2
Q12967.53...64	G2
Q12968.73...75	G2
Q13111.53...65	G2
Q13127.525...529	G2
Q13131.95...98	G2
Q13151.268...275	G2
Q13188.105...109	G2
Q13216.54...67	G2
Q13352.107...108	G2
Q13363.54...60	G2
Q13416.276...282	G2
Q13422.5...12	G2
Q13427.307...320	G2
Q13451.68...70	G2
Q13485.2...34	G2
Q13503.73...77	G2
Q13595.96...96	G2
Q13642.129...130	G2
Q13643.19...35	G2
Q13761.112...119	G2
Q13769.641...641	G2
Q13882.27...29	G2
Q13886.87...100	G2
Q13950.28...34	G2
Q14004.77...78	G2
Q14137.425...436	G2
Q14181.152...155	G2
Q14202.1041...1057	G2
Q14209.24...35	G2
Q14493.115...118	G2
Q14586.696...705	G2
Q14592.62...67	G2
Q14684.549...562	G2
Q14739.20...41	G2
Q14764.18...27	G2
Q14978.165...174	G2
Q14978.355...374	G2
Q14978.514...530	G2
Q14995.24...49	G2
Q14995.202...208	G2
Q14CW9.123...135	G2
Q15003.75...81	G2
Q15018.20...24	G2
Q15018.136...145	G2
Q15022.12...45	G2
Q15058.19...21	G2
Q15208.281...289	G2
Q15349.238...240	G2
Q15365.170...176	G2
Q15366.252...258	G2
Q15428.9...20	G2
Q15459.734...738	G2
Q15583.20...37	G2
Q15928.439...439	G2
Q16082.60...65	G2
Q16513.35...39	G2
Q16534.92...100	G2
Q16600.68...73	G2
Q16633.63...66	G2
Q16659.298...303	G2
Q16666.174...182	G2
Q2M1K9.789...804	G2
Q2QGD7.55...69	G2
Q2TAK8.155...166	G2
Q2TB10.412...422	G2
Q2VY69.101...122	G2
Q3B7T1.23...38	G2
Q3KNV8.20...22	G2
Q3KP66.264...268	G2
Q3MIS6.249...260	G2
Q3SY56.63...70	G2
Q3SYB3.80...87	G2
Q4J6C6.200...205	G2
Q53EQ6.362...364	G2
Q53FT3.137...137	G2
Q53GI3.498...501	G2
Q53GS7.299...301	G2
Q53T94.32...36	G2
Q53T94.139...142	G2
Q562F6.128...133	G2
Q58F21.652...665	G2
Q5BKZ1.22...41	G2
Q5BKZ1.60...67	G2
Q5FWF4.586...596	G2
Q5FWF4.656...660	G2
Q5FWF5.209...219	G2
Q5FWF5.277...287	G2
Q5H9F3.1581...1591	G2
Q5H9L4.60...70	G2
Q5HY92.321...335	G2
Q5JNZ3.255...257	G2
Q5QGS0.75...79	G2
Q5SV97.30...49	G2
Q5SVQ8.260...268	G2
Q5SXM2.27...46	G2
Q5T200.1289...1295	G2
Q5T6S3.522...534	G2
Q5T7W0.86...94	G2
Q5T890.474...483	G2
Q5TAQ9.17...38	G2
Q5TAQ9.124...130	G2
Q5TAX3.224...225	G2
Q5TB30.686...688	G2
Q5TC79.17...18	G2
Q5VV16.80...87	G2
Q5VY09.297...298	G2
Q5VYK3.552...558	G2
Q5VZB9.276...297	G2
Q5XG87.1...20	G2
Q5XG87.85...98	G2
Q5XKL5.116...122	G2
Q63HK3.6...9	G2
Q66K41.7...11	G2
Q66PJ3.269...280	G2
Q68CQ4.50...71	G2
Q68G74.54...61	G2
Q68G74.63...65	G2
Q6AZW8.23...27	G2
Q6IA86.82...83	G2
Q6IE81.5...14	G2
Q6IQ49.194...202	G2
Q6IQ49.222...245	G2
Q6IV72.506...509	G2
Q6NSW7.64...66	G2
Q6NT76.97...109	G2
Q6NXG1.603...612	G2
Q6NYC1.341...351	G2
Q6P0N0.1005...1008	G2
Q6P1K2.18...25	G2
Q6P1X5.194...195	G2
Q6P2E9.253...257	G2
Q6P2E9.928...937	G2
Q6P2H3.27...35	G2
Q6P3V2.21...22	G2
Q6P9B9.453...464	G2
Q6P9G9.15...26	G2
Q6PCB5.699...712	G2
Q6PD62.941...943	G2
Q6PD62.1066...1069	G2
Q6PD62.1081...1102	G2
Q6PIW4.128...129	G2
Q6PJG2.99...100	G2
Q6PJP8.640...644	G2
Q6RFH5.114...122	G2
Q6STE5.29...33	G2
Q6UUV7.61...68	G2
Q6VB84.80...87	G2
Q6VN20.18...36	G2
Q6W0C5.12...34	G2
Q6W2J9.1430...1444	G2
Q6ZN28.15...20	G2
Q6ZN32.32...32	G2
Q6ZN55.749...756	G2
Q6ZNA4.20...20	G2
Q6ZNA4.130...147	G2
Q6ZNC4.146...147	G2
Q6ZNG2.159...162	G2
Q6ZVD8.47...73	G2
Q71SY5.161...163	G2
Q76FK4.1079...1083	G2
Q76L83.95...111	G2
Q7KZ85.870...879	G2
Q7LBC6.481...494	G2
Q7LFL8.21...36	G2
Q7LFL8.86...100	G2
Q7RTS3.85...86	G2
Q7RTU7.22...37	G2
Q7RTV0.63...67	G2
Q7RTZ2.18...18	G2
Q7Z353.111...113	G2
Q7Z3Z4.553...561	G2
Q7Z3Z4.718...721	G2
Q7Z4V0.159...161	G2
Q7Z5H3.126...130	G2
Q7Z614.28...67	G2
Q7Z699.145...148	G2
Q7Z699.377...387	G2
Q7Z6E9.1070...1079	G2
Q7Z7J5.9...9	G2
Q7Z7K2.189...199	G2
Q86TI2.158...162	G2
Q86U86.788...796	G2
Q86UQ0.253...258	G2
Q86UU0.229...237	G2
Q86V15.714...733	G2
Q86V20.96...97	G2
Q86VN1.63...66	G2
Q86W56.93...98	G2
Q86WB0.403...421	G2
Q86WT6.9...12	G2
Q86WX3.88...97	G2
Q86YC2.58...65	G2
Q86YE8.69...72	G2
Q86Z02.168...191	G2
Q8IUE1.201...209	G2
Q8IUR6.432...446	G2
Q8IV63.30...37	G2
Q8IV63.67...93	G2
Q8IWB1.419...428	G2
Q8IWB9.18...20	G2
Q8IX21.11...23	G2
Q8IXJ6.22...41	G2
Q8IXZ3.444...469	G2
Q8IZ40.263...267	G2
Q8IZD2.259...265	G2
Q8IZD2.828...829	G2
Q8IZP0.241...255	G2
Q8IZQ8.155...160	G2
Q8IZV2.27...28	G2
Q8IZX4.19...37	G2
Q8N0S6.51...58	G2
Q8N0Y2.108...114	G2
Q8N0Y2.227...235	G2
Q8N184.513...519	G2
Q8N1G0.1079...1094	G2
Q8N1G0.1100...1108	G2
Q8N1W2.5...11	G2
Q8N2M8.529...536	G2
Q8N3J2.16...17	G2
Q8N684.425...429	G2
Q8N720.336...347	G2
Q8N720.446...456	G2
Q8N7R0.136...145	G2
Q8N8J6.41...44	G2
Q8N9F8.63...66	G2
Q8N9K5.528...530	G2
Q8N9L1.291...301	G2
Q8N9Z0.352...354	G2
Q8NAP8.155...163	G2
Q8NBB4.255...258	G2
Q8NBZ0.56...72	G2
Q8NCF5.313...317	G2
Q8NCK3.311...315	G2
Q8NCN4.118...127	G2
Q8ND76.99...119	G2
Q8NDT2.106...111	G2
Q8NDW4.269...280	G2
Q8NDX5.298...301	G2
Q8NDX6.31...33	G2
Q8NE09.218...221	G2
Q8NEA6.510...515	G2
Q8NEK5.236...237	G2
Q8NF64.189...200	G2
Q8NF64.737...738	G2
Q8NFG4.453...461	G2
Q8NFH5.54...57	G2
Q8NFT6.193...195	G2
Q8NFZ0.77...96	G2
Q8NFZ5.4...11	G2
Q8NI08.73...76	G2
Q8TAP9.97...106	G2
Q8TAS1.126...132	G2
Q8TAW3.196...213	G2
Q8TB69.192...193	G2
Q8TBF4.60...65	G2
Q8TC21.203...208	G2
Q8TCN5.809...829	G2
Q8TDB6.32...32	G2
Q8TDN4.413...422	G2
Q8TEQ6.255...257	G2
Q8WUA2.47...69	G2
Q8WUF5.526...527	G2
Q8WUU5.51...77	G2
Q8WW38.1030...1031	G2
Q8WXI3.85...85	G2
Q8WXT5.80...87	G2
Q8WXU2.4...13	G2
Q8WXW3.15...39	G2
Q8WXX7.213...214	G2
Q92481.63...67	G2
Q92541.155...173	G2
Q92570.383...395	G2
Q92670.28...33	G2
Q92681.7...11	G2
Q92750.129...130	G2
Q92759.221...225	G2
Q92785.335...374	G2
Q92804.88...98	G2
Q92841.27...33	G2
Q92985.245...249	G2
Q93052.74...80	G2
Q93075.416...423	G2
Q969G2.289...295	G2
Q969K3.158...169	G2
Q969T4.6...14	G2
Q969V6.110...121	G2
Q969W8.146...153	G2
Q969X6.167...170	G2
Q96AV8.811...812	G2
Q96BR9.391...394	G2
Q96C57.8...26	G2
Q96E14.126...129	G2
Q96EB1.171...177	G2
Q96EL1.27...38	G2
Q96EP5.367...373	G2
Q96FC9.92...100	G2
Q96FC9.948...952	G2
Q96GD4.17...19	G2
Q96HA7.763...767	G2
Q96HR8.117...133	G2
Q96I25.1...15	G2
Q96I27.279...280	G2
Q96IY1.105...106	G2
Q96JH7.612...623	G2
Q96JL9.94...97	G2
Q96JY6.206...209	G2
Q96K80.17...34	G2
Q96KQ4.709...713	G2
Q96L96.556...574	G2
Q96MA1.320...340	G2
Q96ME7.51...66	G2
Q96MT3.749...771	G2
Q96N64.59...66	G2
Q96NM4.427...435	G2
Q96NT1.8...14	G2
Q96NX9.235...247	G2
Q96PE6.1...20	G2
Q96PQ6.21...37	G2
Q96PQ6.151...157	G2
Q96PV7.520...526	G2
Q96QC0.15...18	G2
Q96QE3.1585...1611	G2
Q96QF7.20...37	G2
Q96QU8.204...215	G2
Q96RI1.78...79	G2
Q96RR4.19...25	G2
Q96RR4.128...132	G2
Q96RT1.26...37	G2
Q96S65.4...27	G2
Q96S94.219...226	G2
Q96SB3.71...77	G2
Q96SF7.179...184	G2
Q96SQ5.196...206	G2
Q96ST2.7...10	G2
Q96ST3.63...65	G2
Q99081.77...81	G2
Q99457.18...43	G2
Q99684.107...110	G2
Q99687.321...334	G2
Q99741.106...107	G2
Q9BPZ7.314...319	G2
Q9BQ04.263...267	G2
Q9BQ65.7...30	G2
Q9BQ87.28...37	G2
Q9BQI6.288...288	G2
Q9BRA0.21...39	G2
Q9BRP0.57...67	G2
Q9BTA9.61...67	G2
Q9BTA9.133...143	G2
Q9BTT4.30...33	G2
Q9BV38.155...159	G2
Q9BV79.154...160	G2
Q9BVC3.212...216	G2
Q9BVI0.347...349	G2
Q9BVI0.561...566	G2
Q9BW11.150...159	G2
Q9BWT1.25...45	G2
Q9BWW4.126...130	G2
Q9BWW4.254...256	G2
Q9BYH8.56...69	G2
Q9BZC1.21...37	G2
Q9C0H5.64...83	G2
Q9GZL7.314...319	G2
Q9GZZ1.64...66	G2
Q9H009.28...34	G2
Q9H063.107...114	G2
Q9H091.63...66	G2
Q9H0D2.61...66	G2
Q9H0D2.131...139	G2
Q9H0D2.237...252	G2
Q9H0D2.778...780	G2
Q9H0G5.23...45	G2
Q9H0M5.82...85	G2
Q9H161.339...344	G2
Q9H1B4.379...387	G2
Q9H1B7.546...554	G2
Q9H2C1.72...74	G2
Q9H2T7.169...170	G2
Q9H2Y7.1020...1030	G2
Q9H2Y7.1161...1166	G2
Q9H2Z4.318...319	G2
Q9H3R0.428...440	G2
Q9H4L5.522...524	G2
Q9H4L7.19...35	G2
Q9H4S2.64...65	G2
Q9H4S2.240...256	G2
Q9H4Z2.9...9	G2
Q9H5J8.51...71	G2
Q9H5P4.316...327	G2
Q9H6K1.265...267	G2
Q9H6R0.283...289	G2
Q9H6Z4.97...100	G2
Q9H7E2.446...450	G2
Q9H7N4.46...52	G2
Q9H7N4.927...937	G2
Q9H814.7...20	G2
Q9H814.62...70	G2
Q9H8H2.74...82	G2
Q9H910.7...10	G2
Q9H9B1.257...262	G2
Q9H9B1.591...610	G2
Q9H9S0.64...66	G2
Q9HAW4.224...226	G2
Q9HB65.294...300	G2
Q9HCI5.64...68	G2
Q9HD36.83...88	G2
Q9NP71.18...40	G2
Q9NPC7.529...531	G2
Q9NPD3.5...16	G2
Q9NPE6.25...36	G2
Q9NQ92.56...67	G2
Q9NR21.51...64	G2
Q9NRE2.35...37	G2
Q9NRF2.7...21	G2
Q9NRF2.632...649	G2
Q9NRP7.26...26	G2
Q9NRY4.48...64	G2
Q9NSC2.77...90	G2
Q9NSC2.154...166	G2
Q9NTJ3.13...30	G2
Q9NTW7.64...65	G2
Q9NV06.355...357	G2
Q9NVD3.60...73	G2
Q9NW64.3...18	G2
Q9NW75.258...263	G2
Q9NWZ8.63...66	G2
Q9NX01.95...96	G2
Q9NXE4.245...256	G2
Q9NXE8.215...219	G2
Q9NXV6.282...290	G2
Q9NXW2.274...280	G2
Q9NYD6.9...16	G2
Q9NYF8.751...761	G2
Q9NYT6.263...276	G2
Q9NZC9.127...129	G2
Q9NZJ0.25...43	G2
Q9NZL3.562...563	G2
Q9P031.19...23	G2
Q9P0L0.103...111	G2
Q9P0L1.59...66	G2
Q9P0L1.670...675	G2
Q9P0U3.37...46	G2
Q9P0U4.487...493	G2
Q9P267.124...129	G2
Q9P2R6.599...604	G2
Q9P2T0.10...18	G2
Q9P2W1.21...36	G2
Q9UBB5.19...38	G2
Q9UBC0.56...70	G2
Q9UBI1.152...165	G2
Q9UBW7.1053...1058	G2
Q9UD57.249...262	G2
Q9UEG4.64...67	G2
Q9UEG4.704...706	G2
Q9UGU5.209...219	G2
Q9UH62.52...75	G2
Q9UH99.7...26	G2
Q9UHB7.872...878	G2
Q9UHF7.341...358	G2
Q9UHF7.440...448	G2
Q9UIA9.267...275	G2
Q9UID6.48...69	G2
Q9UIH9.36...57	G2
Q9UII5.227...231	G2
Q9UII5.282...286	G2
Q9UJT1.24...42	G2
Q9UJU5.10...12	G2
Q9UK11.157...160	G2
Q9UK13.191...195	G2
Q9UKI9.19...35	G2
Q9UKL3.573...578	G2
Q9UKV8.291...301	G2
Q9UKX7.131...141	G2
Q9UKY1.87...95	G2
Q9UL36.761...787	G2
Q9ULD2.129...134	G2
Q9ULH7.690...695	G2
Q9ULM2.25...40	G2
Q9ULR3.19...40	G2
Q9ULX6.10...20	G2
Q9UM11.135...154	G2
Q9UMX3.94...99	G2
Q9UN79.34...40	G2
Q9UPG8.327...331	G2
Q9UPN9.7...25	G2
Q9UQ88.288...292	G2
Q9UQB9.241...248	G2
Q9UQE7.85...85	G2
Q9UQR1.30...36	G2
Q9Y232.480...481	G2
Q9Y237.20...22	G2
Q9Y244.93...98	G2
Q9Y297.127...128	G2
Q9Y297.453...457	G2
Q9Y2G1.748...753	G2
Q9Y2P0.119...122	G2
Q9Y2U5.6...9	G2
Q9Y2W7.54...76	G2
Q9Y330.64...69	G2
Q9Y3E1.101...121	G2
Q9Y3E1.179...183	G2
Q9Y3M9.101...120	G2
Q9Y3Q8.15...38	G2
Q9Y4C1.22...37	G2
Q9Y4E8.266...280	G2
Q9Y4Y9.32...33	G2
Q9Y580.171...174	G2
Q9Y580.203...209	G2
Q9Y5Q3.309...314	G2
Q9Y5R6.56...67	G2
Q9Y6A4.8...10	G2
Q9Y6F7.424...433	G2
Q9Y6M1.159...167	G2
Q9Y6Q3.211...217	G2
Q9Y6Y0.60...69	G2
P09211.195...208	G2
P54253.794...797	G2
Q12948.78...93	G2
Q6ZW49.702...719	G2
Q96EB6.223...230	G2
Q9BQA1.220...274	G2
Q9H2U1.517...528	G2
Q9H4Z3.669...684	G2
Q9Y261.106...113	G2
O00327.142...152	G2
O15534.489...498	G2
O94916.1...19	G2
P06748.42...49	G2
P17861.186...208	G2
P19484.136...153	G2
P41134.98...111	G2
P49137.356...365	G2
P50616.2...14	G2
P50616.226...234	G2
Q00987.190...202	G2
Q02363.106...115	G2
Q13148.239...250	G2
Q13485.140...149	G2
Q13568.150...160	G2
Q14678.125...134	G2
Q16644.335...344	G2
Q5TAQ9.39...50	G2
Q6NXT1.282...292	G2
Q6NXT1.283...293	G2
Q6PIJ6.451...460	G2
Q8IXJ6.41...51	G2
Q96K30.5...17	G2
Q9BQG0.240...258	G2
Q9BZB8.95...104	G2
Q9BZB8.198...207	G2
Q9NR83.253...263	G2
Q9UHL0.61...74	G2
Q9UNH5.355...364	G2
Q9Y3M2.21...29	G2
A0A0U1RQI7.996...997	G3
A0A1W2PQ73.61...68	G3
A0AVK6.359...362	G3
A1L190.45...47	G3
A1L4K1.113...113	G3
A2RUB1.135...137	G3
A5LHX3.33...40	G3
A6NCW0.171...172	G3
A6NDV4.14...16	G3
A6NDX5.29...34	G3
A6NDX5.462...462	G3
A6NDX5.475...476	G3
A6NFQ7.36...39	G3
A6NHJ4.292...292	G3
A6NJG6.4...14	G3
A6NP11.29...39	G3
A6NP11.94...97	G3
A8MTJ6.62...64	G3
B2RXF5.128...128	G3
B2RXF5.159...161	G3
B3EWF7.17...17	G3
D6RGH6.95...98	G3
O00167.264...265	G3
O00182.20...22	G3
O00327.125...125	G3
O00358.4...12	G3
O00401.70...70	G3
O00470.4...14	G3
O00470.55...57	G3
O00567.96...96	G3
O00570.26...40	G3
O14503.332...332	G3
O14512.92...97	G3
O14512.343...351	G3
O14529.512...512	G3
O14530.39...42	G3
O14607.1332...1334	G3
O14627.20...38	G3
O14709.415...417	G3
O14733.29...32	G3
O14753.91...93	G3
O14757.411...417	G3
O14776.665...666	G3
O14948.262...269	G3
O14978.94...98	G3
O14979.340...347	G3
O15015.298...299	G3
O15151.474...476	G3
O15182.109...114	G3
O15194.21...23	G3
O15234.264...264	G3
O15266.27...28	G3
O15266.243...244	G3
O15318.173...183	G3
O15350.431...436	G3
O15409.167...174	G3
O15523.9...16	G3
O15553.172...172	G3
O43148.199...200	G3
O43148.368...369	G3
O43167.400...400	G3
O43167.402...402	G3
O43167.517...518	G3
O43167.678...682	G3
O43299.104...104	G3
O43345.294...294	G3
O43379.12...14	G3
O43390.454...473	G3
O43396.7...15	G3
O43463.32...32	G3
O43502.129...129	G3
O43593.62...72	G3
O43665.129...134	G3
O43670.109...123	G3
O43684.11...14	G3
O43684.81...83	G3
O43719.26...35	G3
O43745.139...140	G3
O43763.33...33	G3
O43765.255...256	G3
O43823.262...267	G3
O43829.154...169	G3
O43918.212...213	G3
O60290.143...143	G3
O60293.24...32	G3
O60422.54...74	G3
O60422.111...114	G3
O60422.209...210	G3
O60479.139...141	G3
O60479.257...269	G3
O60519.78...82	G3
O60583.124...130	G3
O60885.582...583	G3
O60885.1004...1015	G3
O60902.60...72	G3
O60921.184...184	G3
O60934.447...450	G3
O60936.91...99	G3
O75044.113...115	G3
O75177.44...45	G3
O75177.65...72	G3
O75182.98...99	G3
O75333.94...97	G3
O75467.19...20	G3
O75475.389...390	G3
O75528.11...13	G3
O75529.9...9	G3
O75575.137...141	G3
O75604.20...20	G3
O75604.329...334	G3
O75677.94...96	G3
O75677.286...289	G3
O75694.435...441	G3
O75818.96...102	G3
O75818.130...131	G3
O75909.450...452	G3
O75952.95...99	G3
O75956.61...65	G3
O94761.588...592	G3
O94762.34...34	G3
O94805.66...69	G3
O94842.64...65	G3
O94874.14...16	G3
O94906.64...72	G3
O94916.205...206	G3
O94953.64...64	G3
O94993.6...10	G3
O95049.21...23	G3
