sample	Subset
P18615.84...104	G2
P18846.234...238	G2
P18850.319...345	G2
P19622.230...255	G2
P19622.295...307	G2
P19793.153...167	G2
P20264.403...422	G2
P20265.345...367	G2
P20719.228...259	G2
P22492.17...43	G2
P22492.148...170	G2
P22736.287...301	G2
P23396.1...25	G2
P23497.59...73	G2
P23497.681...704	G2
P23527.17...43	G2
P23528.4...38	G2
P23769.372...396	G2
P23771.287...304	G2
P23771.371...385	G2
P24278.348...362	G2
P25440.276...288	G2
P25440.547...557	G2
P25440.715...720	G2
P25685.184...198	G2
P25686.23...44	G2
P25787.159...177	G2
P26358.320...352	G2
P27695.1...27	G2
P28356.285...301	G2
P28356.323...351	G2
P28702.223...245	G2
P29084.261...279	G2
P29375.1525...1555	G2
P29590.473...490	G2
P31249.233...257	G2
P31268.162...194	G2
P31269.251...271	G2
P31274.228...256	G2
P31275.214...234	G2
P31314.188...218	G2
P31944.217...228	G2
P32519.177...181	G2
P32780.346...358	G2
P33778.18...44	G2
P34947.215...237	G2
P35251.178...197	G2
P35452.204...216	G2
P35716.114...139	G2
P35789.206...239	G2
P35869.4...31	G2
P37275.245...261	G2
P37275.891...910	G2
P38432.170...204	G2
P39023.115...139	G2
P39748.356...375	G2
P40424.281...297	G2
P40425.291...311	G2
P40426.283...296	G2
P41208.5...34	G2
P41218.85...108	G2
P41218.126...158	G2
P41223.1...21	G2
P42338.317...326	G2
P42681.56...79	G2
P42695.151...172	G2
P43354.281...300	G2
P43490.422...430	G2
P43694.291...332	G2
P43699.192...223	G2
P45984.55...66	G2
P45985.37...58	G2
P46777.4...41	G2
P47902.195...215	G2
P48023.70...78	G2
P48436.165...193	G2
P48729.226...247	G2
P48730.214...238	G2
P49116.170...198	G2
P49321.719...742	G2
P49335.273...296	G2
P49639.270...292	G2
P49674.215...237	G2
P49711.196...214	G2
P49711.485...512	G2
P49711.588...614	G2
P49756.235...249	G2
P49759.398...422	G2
P49917.627...643	G2
P50219.278...303	G2
P50607.305...310	G2
P50613.1...22	G2
P50750.267...289	G2
P51522.117...133	G2
P51531.557...577	G2
P51531.1365...1390	G2
P51532.1440...1461	G2
P51608.171...198	G2
P51608.227...271	G2
P51815.332...352	G2
P51825.808...833	G2
P51826.815...835	G2
P51858.75...81	G2
P51948.6...28	G2
P52272.43...64	G2
P52564.7...23	G2
P52594.1...22	G2
P52737.337...346	G2
P52744.129...158	G2
P52746.169...184	G2
P52746.196...213	G2
P52746.522...541	G2
P52746.1569...1591	G2
P52756.197...215	G2
P52926.64...97	G2
P52945.184...207	G2
P53671.485...495	G2
P53999.18...51	G2
P54259.1...21	G2
P55055.61...83	G2
P55081.430...437	G2
P55198.232...267	G2
P55265.665...666	G2
P55318.193...222	G2
P56177.167...189	G2
P56178.174...199	G2
P56179.87...107	G2
P56693.50...56	G2
P57053.18...44	G2
P58304.137...163	G2
P58876.16...43	G2
P60002.1...21	G2
P61371.6...13	G2
P61758.64...81	G2
P61962.7...14	G2
P62308.2...16	G2
P62508.173...195	G2
P62807.17...44	G2
P62979.74...100	G2
P68400.73...103	G2
P68431.3...38	G2
P78356.24...79	G2
P78424.654...686	G2
P78545.237...266	G2
P78563.127...140	G2
P83369.326...351	G2
P84022.30...36	G2
P84243.3...39	G2
P86452.50...78	G2
P98177.207...224	G2
Q00577.67...90	G2
Q00688.147...170	G2
Q01101.220...225	G2
Q01538.49...75	G2
Q01658.88...113	G2
Q01851.409...414	G2
Q02078.1...38	G2
Q02080.4...43	G2
Q02241.9...23	G2
Q02297.12...40	G2
Q02446.705...733	G2
Q02539.25...48	G2
Q02539.151...166	G2
Q02880.1325...1332	G2
Q03052.336...353	G2
Q03060.306...315	G2
Q03111.279...302	G2
Q03188.577...586	G2
Q03188.779...821	G2
Q03468.174...193	G2
Q03468.256...274	G2
Q03468.294...338	G2
Q03468.412...420	G2
Q03923.312...350	G2
Q03924.163...184	G2
Q03936.59...71	G2
Q03938.346...379	G2
Q04726.225...242	G2
Q05516.646...667	G2
Q05519.396...427	G2
Q05925.290...314	G2
Q05925.323...365	G2
Q05952.76...88	G2
Q05BQ5.96...117	G2
Q06187.1...22	G2
Q06413.1...38	G2
Q06889.330...356	G2
Q06945.127...154	G2
Q07687.193...217	G2
Q08211.7...33	G2
Q08881.45...68	G2
Q08AG5.344...371	G2
Q0VGE8.8...25	G2
Q0VGE8.564...607	G2
Q10570.414...435	G2
Q12766.279...295	G2
Q12837.343...366	G2
Q12837.392...408	G2
Q12857.30...51	G2
Q12899.50...77	G2
Q12901.464...502	G2
Q12906.379...406	G2
Q12948.158...187	G2
Q13029.635...657	G2
Q13029.874...889	G2
Q13107.768...779	G2
Q13133.71...97	G2
Q13151.132...159	G2
Q13185.84...106	G2
Q13352.64...69	G2
Q13416.223...241	G2
Q13427.226...243	G2
Q13427.676...693	G2
Q13428.51...76	G2
Q13428.1349...1369	G2
Q13428.1395...1409	G2
Q13428.1455...1476	G2
Q13435.324...337	G2
Q13489.69...88	G2
Q13523.51...74	G2
Q13523.185...204	G2
Q13523.317...334	G2
Q13569.57...79	G2
Q13601.254...265	G2
Q13601.294...311	G2
Q13765.69...86	G2
Q13823.724...726	G2
Q13829.124...128	G2
Q14207.1402...1420	G2
Q14241.448...461	G2
Q14320.148...170	G2
Q14331.7...11	G2
Q14331.16...43	G2
Q14469.73...94	G2
Q14494.663...688	G2
Q14498.26...46	G2
Q14527.456...468	G2
Q14549.306...323	G2
Q14585.458...474	G2
Q14593.399...428	G2
Q14669.72...97	G2
Q14683.324...347	G2
Q14684.398...417	G2
Q14684.586...614	G2
Q14690.26...59	G2
Q14692.17...40	G2
Q14692.196...203	G2
Q14694.149...170	G2
Q14781.159...176	G2
Q147U1.140...153	G2
Q147U1.512...529	G2
Q14807.546...572	G2
Q14839.56...77	G2
Q14839.342...369	G2
Q14839.591...609	G2
Q14865.246...269	G2
Q14865.430...458	G2
Q14919.1...23	G2
Q14938.30...51	G2
Q14966.1895...1912	G2
Q14978.557...604	G2
Q14CW9.151...166	G2
Q15020.600...618	G2
Q15020.675...697	G2
Q15046.1...40	G2
Q15050.298...317	G2
Q15054.372...396	G2
Q15059.238...251	G2
Q15061.74...97	G2
Q15172.85...101	G2
Q15269.116...130	G2
Q15291.445...461	G2
Q15319.321...338	G2
Q15327.95...97	G2
Q15361.46...77	G2
Q15361.390...408	G2
Q15386.103...116	G2
Q15397.86...124	G2
Q15397.144...165	G2
Q15544.80...100	G2
Q15545.140...163	G2
Q15560.262...279	G2
Q15648.992...1014	G2
Q15651.45...55	G2
Q15695.4...42	G2
Q15696.5...40	G2
Q15784.106...110	G2
Q15910.488...508	G2
Q15915.309...330	G2
Q15916.378...403	G2
Q15928.374...389	G2
Q15935.359...401	G2
Q16186.101...113	G2
Q16526.257...280	G2
Q16637.70...82	G2
Q16656.84...103	G2
Q16666.86...114	G2
Q16666.122...146	G2
Q16695.3...39	G2
Q16778.17...44	G2
Q17RP2.1...11	G2
Q17RS7.38...54	G2
Q1ED39.1...36	G2
Q1ED39.189...214	G2
Q1ED39.242...260	G2
Q1ED39.276...298	G2
Q2KHN1.60...68	G2
Q2M218.410...430	G2
Q2M3X9.284...318	G2
Q2TB10.362...375	G2
Q2TB10.625...635	G2
Q32MQ0.7...27	G2
Q32P51.1...15	G2
Q3B726.227...248	G2
Q3B726.274...299	G2
Q3KP22.52...78	G2
Q3SXZ3.431...447	G2
Q3YBR2.8...38	G2
Q4G0J3.5...30	G2
Q4LE39.1261...1273	G2
Q4VC44.256...260	G2
Q4W5G0.1...20	G2
Q4W5G0.466...480	G2
Q52LR7.177...198	G2
Q53H47.339...352	G2
Q562F6.982...999	G2
Q58F21.209...226	G2
Q58F21.488...494	G2
Q58F21.583...598	G2
Q5BKZ1.230...251	G2
Q5C9Z4.193...211	G2
Q5EE01.4...41	G2
Q5FBB7.7...37	G2
Q5FBB7.519...530	G2
Q5H9K5.542...549	G2
Q5H9K5.552...586	G2
Q5H9L4.229...246	G2
Q5HY98.270...307	G2
Q5HYK9.402...434	G2
Q5JVG2.788...805	G2
Q5PSV4.188...211	G2
Q5QGS0.521...539	G2
Q5QNW6.18...44	G2
Q5SQQ9.141...163	G2
Q5SSJ5.444...470	G2
Q5SSJ5.507...517	G2
Q5SVQ8.427...445	G2
Q5SVQ8.542...563	G2
Q5SVQ8.724...743	G2
Q5SXM1.478...507	G2
Q5SZJ8.12...39	G2
Q5T0L3.221...232	G2
Q5T200.90...104	G2
Q5T200.964...983	G2
Q5T200.1003...1027	G2
Q5T3J3.636...649	G2
Q5T4T6.1...22	G2
Q5TB30.762...783	G2
Q5TEC6.3...38	G2
Q5TGS1.1...43	G2
Q5TH74.55...72	G2
Q5TKA1.188...196	G2
Q5U623.3...34	G2
Q5VUG0.481...495	G2
Q5VUG0.669...703	G2
Q5VV67.461...465	G2
Q63HK5.254...273	G2
Q66K89.468...474	G2
Q66PJ3.300...318	G2
Q68D10.19...32	G2
Q68D10.87...110	G2
Q6AZZ1.323...335	G2
Q6B0I6.93...98	G2
Q6DJT9.15...40	G2
Q6DJT9.74...104	G2
Q6DN03.17...44	G2
Q6DRA6.17...44	G2
Q6IBW4.341...364	G2
Q6IEG0.227...237	G2
Q6IPX3.98...127	G2
Q6IQ21.350...365	G2
Q6IS14.47...51	G2
Q6K0P9.126...156	G2
Q6N043.673...686	G2
Q6NSW7.95...98	G2
Q6NT04.58...84	G2
Q6NWY9.777...814	G2
Q6NXT2.3...38	G2
Q6NYC1.87...106	G2
Q6PCB5.260...276	G2
Q6PCB5.531...554	G2
Q6PD62.982...1002	G2
Q6PG37.387...425	G2
Q6PJP8.8...37	G2
Q6PJT7.689...700	G2
Q6PL18.1178...1198	G2
Q6VMQ6.15...39	G2
Q6W2J9.1322...1325	G2
Q6ZMV8.346...377	G2
Q6ZMW2.156...162	G2
Q6ZMW2.398...413	G2
Q6ZMW2.513...543	G2
Q6ZMZ3.191...210	G2
Q6ZN06.311...339	G2
Q6ZN08.227...243	G2
Q6ZN11.216...230	G2
Q6ZNC4.177...199	G2
Q6ZNG0.248...267	G2
Q6ZNG1.57...82	G2
Q6ZNG1.495...499	G2
Q6ZNG2.226...253	G2
Q6ZR52.55...83	G2
Q6ZSS3.324...351	G2
Q6ZSZ6.288...307	G2
Q70CQ1.524...532	G2
Q70EL2.131...144	G2
Q70IA6.14...41	G2
Q70Z53.230...259	G2
Q71DI3.3...38	G2
Q71F23.220...223	G2
Q75WM6.230...253	G2
Q76L83.1...30	G2
Q7KZ85.620...643	G2
Q7L190.51...73	G2
Q7L2Z9.10...37	G2
Q7L945.335...347	G2
Q7LFL8.257...266	G2
Q7Z417.216...241	G2
Q7Z4V0.378...393	G2
Q7Z4V5.68...76	G2
Q7Z4V5.221...246	G2
Q7Z4V5.419...448	G2
Q7Z5J4.1442...1464	G2
Q7Z5K2.470...490	G2
Q7Z6E9.1140...1159	G2
Q7Z6E9.1204...1226	G2
Q7Z6E9.1743...1749	G2
Q7Z6E9.1774...1788	G2
Q7Z6K1.95...106	G2
Q7Z7C8.294...309	G2
Q86TM3.164...179	G2
Q86U86.651...662	G2
Q86UA1.128...151	G2
Q86UE8.52...75	G2
Q86US8.33...43	G2
Q86UY6.1...25	G2
Q86UZ6.457...481	G2
Q86V15.1585...1597	G2
Q86V71.591...628	G2
Q86WX3.21...46	G2
Q86WX3.103...127	G2
Q86X95.290...324	G2
Q86X95.358...370	G2
Q86XN6.247...256	G2
Q86XN6.478...506	G2
Q86XP3.929...933	G2
Q86XU0.373...385	G2
Q86XU0.520...545	G2
Q86Y07.3...20	G2
Q86Y25.221...227	G2
Q86Y25.492...520	G2
Q86Y91.57...72	G2
Q86YF9.176...194	G2
Q86YI8.117...141	G2
Q86YV5.412...432	G2
Q8IUE0.45...73	G2
Q8IUE1.45...73	G2
Q8IUR6.533...550	G2
Q8IV76.1...21	G2
Q8IVC4.217...264	G2
Q8IVN3.8...34	G2
Q8IW36.294...316	G2
Q8IW41.369...373	G2
Q8IWS0.276...283	G2
Q8IWZ8.20...45	G2
Q8IX01.994...1008	G2
Q8IX21.328...350	G2
Q8IXQ5.2...18	G2
Q8IXW5.20...44	G2
Q8IY37.55...80	G2
Q8IY37.82...97	G2
Q8IY57.3...25	G2
Q8IY92.103...122	G2
Q8IY92.339...349	G2
Q8IYB3.822...830	G2
Q8IYB9.308...327	G2
Q8IYL3.49...76	G2
Q8IZ26.248...271	G2
Q8IZD2.800...819	G2
Q8IZQ8.33...75	G2
Q8IZQ8.255...269	G2
Q8IZT9.77...128	G2
Q8IZU0.58...80	G2
Q8IZU0.88...111	G2
Q8IZU3.86...103	G2
Q8IZX4.1371...1381	G2
Q8N0Y2.186...192	G2
Q8N140.191...208	G2
Q8N184.238...258	G2
Q8N1G1.423...444	G2
Q8N1G2.3...29	G2
Q8N1L9.2...45	G2
Q8N1W2.545...560	G2
Q8N1W2.576...587	G2
Q8N257.16...43	G2
Q8N2Z9.111...136	G2
Q8N3J2.131...141	G2
Q8N414.276...284	G2
Q8N567.119...139	G2
Q8N5F7.191...225	G2
Q8N5F7.227...265	G2
Q8N5U6.787...803	G2
Q8N5Y2.99...118	G2
Q8N5Y2.372...393	G2
Q8N680.358...393	G2
Q8N7M2.350...375	G2
Q8N7R0.36...44	G2
Q8N7R0.75...101	G2
Q8N884.299...316	G2
Q8N895.498...514	G2
Q8N8L2.409...429	G2
Q8N8U2.102...117	G2
Q8N8U2.214...230	G2
Q8N8Y5.1...28	G2
Q8N8Y5.177...198	G2
Q8N9L1.184...195	G2
Q8NAM6.316...324	G2
Q8NB50.462...488	G2
Q8NC26.339...376	G2
Q8NCK3.406...431	G2
Q8NCP5.424...438	G2
Q8ND82.601...606	G2
Q8NDF8.554...571	G2
Q8NDQ6.246...278	G2
Q8NDV3.168...197	G2
Q8NDW4.158...174	G2
Q8NE71.29...34	G2
Q8NEJ9.294...308	G2
Q8NEM1.484...510	G2
Q8NEP9.431...462	G2
Q8NFW5.116...136	G2
Q8NFZ0.5...16	G2
Q8NHM5.8...31	G2
Q8NHM5.802...827	G2
Q8NI27.1472...1498	G2
Q8NI51.575...599	G2
Q8NI77.850...870	G2
Q8TA86.204...218	G2
Q8TA94.162...169	G2
Q8TAQ2.2...20	G2
Q8TAQ2.297...316	G2
Q8TAT5.464...477	G2
Q8TB69.295...327	G2
Q8TBE0.58...70	G2
Q8TBM8.160...167	G2
Q8TBZ0.344...355	G2
Q8TBZ6.51...78	G2
Q8TBZ8.23...29	G2
Q8TC84.34...40	G2
Q8TDI0.104...119	G2
Q8TDN6.1...21	G2
Q8TED0.28...37	G2
Q8TEK3.401...422	G2
Q8TF20.736...761	G2
Q8TF39.493...532	G2
Q8TF50.340...343	G2
Q8TF50.482...483	G2
Q8TF68.184...209	G2
Q8WTT2.116...139	G2
Q8WU10.208...237	G2
Q8WU90.71...79	G2
Q8WUA2.473...491	G2
Q8WUA4.139...161	G2
Q8WUQ7.173...175	G2
Q8WV22.139...163	G2
Q8WV37.1...25	G2
Q8WWL7.79...88	G2
Q8WWQ0.1577...1595	G2
Q8WWQ0.1659...1678	G2
Q8WWQ0.1710...1766	G2
Q8WY36.504...539	G2
Q8WY36.719...736	G2
Q8WY36.823...829	G2
Q8WYN3.177...195	G2
Q92522.24...47	G2
Q92539.150...170	G2
Q92541.121...145	G2
Q92664.216...250	G2
Q92664.324...336	G2
Q92674.5...11	G2
Q92733.132...144	G2
Q92750.791...812	G2
Q92797.339...363	G2
Q92800.319...333	G2
Q92831.422...445	G2
Q92889.464...487	G2
Q92908.496...506	G2
Q92925.239...252	G2
Q92988.158...183	G2
Q93079.17...43	G2
Q969P5.52...77	G2
Q969R5.133...149	G2
Q969R5.624...675	G2
Q96A08.20...46	G2
Q96A47.228...254	G2
Q96AQ6.485...498	G2
Q96AY2.22...49	G2
Q96BA8.310...316	G2
Q96BK5.205...241	G2
Q96BN2.27...49	G2
Q96BP3.62...67	G2
Q96BV0.123...152	G2
Q96C00.417...424	G2
Q96C57.181...207	G2
Q96C57.235...259	G2
Q96EB6.235...248	G2
Q96EI5.123...134	G2
Q96GC6.625...652	G2
Q96GD3.275...295	G2
Q96GQ7.115...139	G2
Q96GQ7.714...755	G2
Q96H40.431...451	G2
Q96HE9.1...24	G2
Q96HI0.93...100	G2
Q96IR2.761...795	G2
Q96IR2.858...895	G2
Q96IZ0.21...45	G2
Q96IZ7.146...177	G2
Q96JC9.79...84	G2
Q96JC9.108...126	G2
Q96JF6.622...645	G2
Q96JK9.270...275	G2
Q96JP5.428...454	G2
Q96K83.5...16	G2
Q96KM6.546...567	G2
Q96KQ7.340...362	G2
Q96L96.518...539	G2
Q96LT9.280...293	G2
Q96LW9.379...402	G2
Q96LX8.181...204	G2
Q96ME7.94...123	G2
Q96MF7.197...220	G2
Q96MR9.542...580	G2
Q96MR9.598...621	G2
Q96MU7.30...63	G2
Q96MX3.119...147	G2
Q96N20.121...148	G2
Q96N64.291...298	G2
Q96N64.362...374	G2
Q96N95.307...335	G2
Q96NG8.197...213	G2
Q96NM4.242...265	G2
Q96PY6.390...395	G2
Q96PZ2.1...30	G2
Q96QC0.390...407	G2
Q96QE3.6...41	G2
Q96QE3.105...131	G2
Q96QE3.1002...1025	G2
Q96QF7.424...435	G2
Q96QF7.460...484	G2
Q96QR8.37...61	G2
Q96QT6.242...257	G2
Q96RL1.1...21	G2
Q96SB4.11...40	G2
Q96SD1.39...67	G2
Q96SD1.683...687	G2
Q96SQ5.154...166	G2
Q96SQ7.19...37	G2
Q96SR6.320...339	G2
Q96T25.501...522	G2
Q96T68.429...435	G2
Q99457.294...317	G2
Q99459.165...177	G2
Q99459.261...288	G2
Q99543.115...137	G2
Q99549.151...165	G2
Q99549.192...238	G2
Q99549.346...381	G2
Q99575.1...24	G2
Q99575.377...394	G2
Q99593.83...101	G2
Q99615.255...269	G2
Q99633.11...37	G2
Q99729.194...212	G2
Q99733.254...258	G2
Q99743.10...33	G2
Q99801.164...190	G2
Q99877.17...43	G2
Q99879.19...44	G2
Q99880.16...44	G2
Q9BPY3.13...42	G2
Q9BQ39.62...82	G2
Q9BQG0.1177...1193	G2
Q9BQI6.306...329	G2
Q9BRD0.326...338	G2
Q9BRG1.63...73	G2
Q9BRQ0.32...59	G2
Q9BRS8.295...314	G2
Q9BRT6.6...33	G2
Q9BRU2.1...22	G2
Q9BRU9.186...210	G2
Q9BTE7.1...21	G2
Q9BUG6.424...451	G2
Q9BUI4.196...228	G2
Q9BUL5.213...236	G2
Q9BUY5.529...541	G2
Q9BVC5.199...221	G2
Q9BVI0.291...316	G2
Q9BVP2.20...60	G2
Q9BW19.126...143	G2
Q9BW71.161...186	G2
Q9BWH6.514...526	G2
Q9BWW7.283...318	G2
Q9BWX1.1...21	G2
Q9BWX5.265...307	G2
Q9BX82.268...298	G2
Q9BXL5.40...77	G2
Q9BXW9.1...26	G2
Q9BY12.534...553	G2
Q9BY12.874...885	G2
Q9BYU1.262...271	G2
Q9BZ95.190...209	G2
Q9BZI7.141...157	G2
Q9BZM3.248...262	G2
Q9C0A6.165...182	G2
Q9C0C9.530...534	G2
Q9C0J9.30...69	G2
Q9GZV1.119...138	G2
Q9GZV8.405...424	G2
Q9GZY1.52...69	G2
Q9H009.62...85	G2
Q9H089.350...366	G2
Q9H0A0.68...84	G2
Q9H0E3.827...848	G2
Q9H0M0.28...33	G2
Q9H116.382...392	G2
Q9H160.189...213	G2
Q9H1E3.166...178	G2
Q9H2G4.406...432	G2
Q9H2G9.65...77	G2
Q9H2P0.800...823	G2
Q9H2P0.1012...1026	G2
Q9H2S9.322...341	G2
Q9H2Z4.228...255	G2
Q9H3H9.137...160	G2
Q9H4B6.1...23	G2
Q9H4I0.287...302	G2
Q9H4I0.338...344	G2
Q9H4Q3.588...609	G2
Q9H4S2.187...214	G2
Q9H4Z2.578...608	G2
Q9H4Z2.1088...1107	G2
Q9H501.30...37	G2
Q9H582.281...306	G2
Q9H582.1018...1032	G2
Q9H6F5.209...231	G2
Q9H6R4.27...54	G2
Q9H6U6.596...605	G2
Q9H7N4.637...664	G2
Q9H7R5.649...676	G2
Q9H7Z3.89...106	G2
Q9H7Z3.210...227	G2
Q9H7Z6.134...162	G2
Q9H825.55...69	G2
Q9H875.118...137	G2
Q9H8H2.132...149	G2
Q9H8N7.267...292	G2
Q9H9B1.292...308	G2
Q9H9L3.5...45	G2
Q9H9S0.94...98	G2
Q9H9Y2.84...114	G2
Q9HAF1.163...183	G2
Q9HAJ7.54...103	G2
Q9HAN9.90...101	G2
Q9HAZ2.866...886	G2
Q9HB58.444...458	G2
Q9HB71.23...38	G2
Q9HB71.140...167	G2
Q9HBH9.58...75	G2
Q9HBT7.374...394	G2
Q9HBU1.182...206	G2
Q9HCL3.502...528	G2
Q9HCM1.511...528	G2
Q9HCS4.420...440	G2
Q9HCU9.200...205	G2
Q9HCU9.229...246	G2
Q9NP64.186...190	G2
Q9NP66.85...106	G2
Q9NP71.189...206	G2
Q9NPC7.249...271	G2
Q9NPG3.107...134	G2
Q9NPG3.170...206	G2
Q9NPI1.1...37	G2
Q9NPI1.56...72	G2
Q9NQB0.427...434	G2
Q9NQU5.1...26	G2
Q9NQV5.327...347	G2
Q9NQV5.448...467	G2
Q9NQV6.779...791	G2
Q9NQX1.202...219	G2
Q9NR20.17...41	G2
Q9NR20.137...152	G2
Q9NR30.62...100	G2
Q9NRM7.662...672	G2
Q9NRZ9.122...145	G2
Q9NS39.169...195	G2
Q9NS56.793...800	G2
Q9NS56.883...904	G2
Q9NSI8.1...22	G2
Q9NTK5.179...202	G2
Q9NUQ6.68...82	G2
Q9NUQ7.103...112	G2
Q9NV72.47...72	G2
Q9NV72.413...440	G2
Q9NV88.561...579	G2
Q9NVM6.85...109	G2
Q9NVP1.112...134	G2
Q9NVU7.574...584	G2
Q9NVU7.606...627	G2
Q9NVU7.630...666	G2
Q9NVV9.6...26	G2
Q9NW13.101...130	G2
Q9NW75.201...222	G2
Q9NWT1.353...384	G2
Q9NX07.63...95	G2
Q9NX08.86...107	G2
Q9NX58.191...239	G2
Q9NX58.251...304	G2
Q9NXE8.17...43	G2
Q9NXF1.1...12	G2
Q9NXL9.893...911	G2
Q9NXW2.160...173	G2
Q9NY93.510...529	G2
Q9NYD6.266...284	G2
Q9NYF8.705...740	G2
Q9NZI8.59...68	G2
Q9NZT2.377...394	G2
Q9P016.65...74	G2
Q9P0M2.70...92	G2
Q9P0M6.127...148	G2
Q9P0W2.49...76	G2
Q9P1Z0.344...355	G2
Q9P243.68...91	G2
Q9P243.162...180	G2
Q9P243.409...414	G2
Q9P2D0.983...1001	G2
Q9P2R6.637...670	G2
Q9P2Y4.290...309	G2
Q9UBD5.5...32	G2
Q9UBE0.185...212	G2
Q9UBU7.20...35	G2
Q9UBU8.1...17	G2
Q9UC06.292...315	G2
Q9UD57.201...228	G2
Q9UDV7.524...532	G2
Q9UFW8.60...95	G2
Q9UGN5.162...184	G2
Q9UGR2.1...20	G2
Q9UGU5.56...79	G2
Q9UHJ3.659...683	G2
Q9UHK0.156...178	G2
Q9UHK0.260...274	G2
Q9UHK0.427...449	G2
Q9UHP3.235...253	G2
Q9UHR5.253...261	G2
Q9UID6.1...22	G2
Q9UIG0.302...329	G2
Q9UIG0.389...407	G2
Q9UIG0.1116...1140	G2
Q9UII5.474...497	G2
Q9UIL8.165...188	G2
Q9UIS9.75...102	G2
Q9UJ78.459...468	G2
Q9UJ98.53...73	G2
Q9UJU2.370...393	G2
Q9UJV9.379...385	G2
Q9UK11.351...384	G2
Q9UK61.710...723	G2
Q9UKD2.3...17	G2
Q9UKK3.20...35	G2
Q9UKL0.305...323	G2
Q9UKN5.708...728	G2
Q9UL36.662...686	G2
Q9UL36.974...990	G2
Q9UL36.1177...1203	G2
Q9UL40.92...98	G2
Q9UL68.53...74	G2
Q9ULG1.215...229	G2
Q9ULG1.1304...1328	G2
Q9ULH7.281...299	G2
Q9ULI0.84...94	G2
Q9ULJ3.545...553	G2
Q9ULW0.155...167	G2
Q9ULX6.275...291	G2
Q9UMW8.231...247	G2
Q9UMY1.110...131	G2
Q9UNE7.224...234	G2
Q9UNH7.180...199	G2
Q9UQR1.141...167	G2
Q9Y243.3...23	G2
Q9Y261.243...268	G2
Q9Y281.1...34	G2
Q9Y2A4.456...484	G2
Q9Y2B4.1...23	G2
Q9Y2D9.215...231	G2
Q9Y2G7.491...514	G2
Q9Y2K7.680...706	G2
Q9Y2M0.1...24	G2
Q9Y2W2.6...44	G2
Q9Y2X3.442...450	G2
Q9Y2X3.497...524	G2
Q9Y2X9.220...230	G2
Q9Y324.1...23	G2
Q9Y324.31...54	G2
Q9Y388.148...170	G2
Q9Y3E1.125...153	G2
Q9Y3S2.61...79	G2
Q9Y421.19...45	G2
Q9Y458.16...41	G2
Q9Y462.400...426	G2
Q9Y462.671...716	G2
Q9Y463.58...83	G2
Q9Y466.64...90	G2
Q9Y4A0.1...20	G2
Q9Y4A8.593...618	G2
Q9Y4C8.269...289	G2
Q9Y5N6.187...214	G2
Q9Y5R6.84...106	G2
Q9Y5T5.1...22	G2
Q9Y606.60...87	G2
Q9Y620.133...157	G2
Q9Y657.21...49	G2
Q9Y6D6.1...25	G2
Q9Y6F1.1...28	G2
Q9Y6I4.125...150	G2
Q9Y6K1.446...470	G2
Q9Y6Q3.169...181	G2
Q9Y6X0.414...427	G2
Q9Y6X0.723...744	G2
Q9Y6X0.932...955	G2
Q9Y6Y0.111...124	G2
Q9Y6Y1.121...133	G2
A0A1B0GTS1.152...171	G3
A0A1B0GWH4.152...171	G3
A0A1W2PPF3.24...45	G3
A0A5F9ZHS7.8...22	G3
A0PJY2.20...35	G3
A0PJY2.40...70	G3
A0PJY2.260...293	G3
A0PJY2.390...412	G3
A2RRD8.200...206	G3
A4D1E9.18...33	G3
A6NDE4.47...72	G3
A6NDR6.184...199	G3
A6NDX5.164...186	G3
A6NDX5.211...228	G3
A6NDX5.252...296	G3
A6NDX5.368...376	G3
A6NDX5.442...460	G3
A6NDX5.691...705	G3
A6NEQ0.47...72	G3
A6NFI3.349...357	G3
A6NFI3.378...397	G3
A6NFI3.689...708	G3
A6NFI3.729...773	G3
A6NFI3.788...817	G3
A6NFI3.831...838	G3
A6NFI3.888...933	G3
A6NGD5.292...313	G3
A6NHJ4.410...428	G3
A6NHJ4.596...621	G3
A6NK53.539...569	G3
A6NM28.184...198	G3
A8CG34.307...333	G3
A8CG34.462...480	G3
A8K8V0.172...202	G3
A8K8V0.273...280	G3
A8MQ14.270...305	G3
A8MQ14.606...651	G3
A8MQ14.1065...1090	G3
A8MT65.462...476	G3
A8MTY0.176...195	G3
A8MTY0.483...497	G3
A8MUK1.119...137	G3
A8MVS1.132...144	G3
A8MVS1.192...215	G3
A8MVS1.282...285	G3
A8MXY4.62...71	G3
A8MXY4.179...202	G3
A8MYZ6.104...114	G3
B2RXF5.296...323	G3
C9J2P7.119...137	G3
C9JE40.175...182	G3
C9JJH3.118...137	G3
C9JLJ4.119...136	G3
C9JN71.215...229	G3
C9JPN9.120...136	G3
C9JVI0.119...137	G3
D6R901.120...136	G3
D6R9N7.119...137	G3
D6RA61.119...137	G3
D6RBM5.119...137	G3
D6RBQ6.119...137	G3
D6RCP7.120...136	G3
D6RJB6.119...137	G3
E7ETH6.87...105	G3
O00110.191...213	G3
O00167.284...305	G3
O00255.585...610	G3
O00268.1009...1032	G3
O00327.159...181	G3
O00409.1...26	G3
O00444.57...76	G3
O00479.55...68	G3
O00716.168...182	G3
O00716.204...228	G3
O00757.19...43	G3
O14595.17...26	G3
O14607.998...1013	G3
O14656.52...73	G3
O14682.2...14	G3
O14771.404...435	G3
O14776.693...701	G3
O14802.21...40	G3
O14896.18...43	G3
